"uid","title","species"
"WOS:A1978FV95800021","PHYLOGENETIC RELATIONSHIPS BETWEEN CYPRINIDAE PARVALBUMINS .2. AMINO-ACID SEQUENCE OF PARVALBUMIN V OF CHUB (LEUCISCUS-CEPHALUS L)","Leuciscus leuciscus"
"WOS:A1978GH15400040","FLUORESCENCE AND ELECTRON-MICROSCOPE STUDIES ON THE INTERACTION BETWEEN LYSOSOMES OF MAMMALIAN HOST-CELLS AND TOXOPLASMA-GONDII RH FOLLOWING TREATMENT WITH COTRIMOXAZOLE","Toxoplasma gondii"
"WOS:A1979GP19300014","BEHAVIORAL-EFFECTS OF CASTRATION AND TESTOSTERONE PROPIONATE REPLACEMENT COMBINED WITH ACTH IN THE MALE DOMESTIC DUCK (ANAS-PLATYRHYNCHOS L)","Anas platyrhynchos"
"WOS:A1979GQ14500007","EFFECTS OF TESTOSTERONE PROPIONATE AND PITUITARY-ADRENAL HORMONES ON THE SOCIAL-BEHAVIOR OF MALE DUCKLINGS (ANAS-PLATYRHYNCHOS L) IN 2 TEST SITUATIONS","Anas platyrhynchos"
"WOS:A1979GX53100003","SECRETORY ACTIVITY AND HISTOENZYMOLOGICAL CHARACTERISTICS IN THE SUB-COMMISSURAL ORGAN OF HORMONE-INJECTED DUCKS, ANAS-PLATYRHYNCHOS","Anas platyrhynchos"
"WOS:A1979HF24100002","RELATIONSHIPS BETWEEN THE DAILY VARIATIONS OF SOCIAL-BEHAVIOR AND OF PLASMA FSH, LH AND TESTOSTERONE LEVELS IN THE DOMESTIC DUCK ANAS-PLATYRHYNCHOS L","Anas platyrhynchos"
"WOS:A1979HM33100014","MACROPHAGES INFECTED WITH TOXOPLASMA-GONDII RH - INFLUENCE INVITRO OF COTRIMOXAZOLE ON THE INTERACTION BETWEEN MITOCHONDRIA AND PARASITOPHORIC VACUOLES","Toxoplasma gondii"
"WOS:A1979HU47300004","MULTIPLE INFECTION OF HYDROBIA-STAGNORUM (GMELIN) WITH LARVAL TREMATODES","Hydrobia stagnorum"
"WOS:A1979HU57500005","MYCOBACTERIUM-MARINUM SKIN INFECTIONS - 5 CASE-REPORTS","Mycobacterium marinum"
"WOS:A1979HV98000007","EFFECT OF PH ON THE UPTAKE OF SODIUM IN THE WATERBUGS CORIXA-DENTIPES (THOMS) AND CORIXA-PUNCTATA (ILLIG) (HEMIPTERA, HETEROPTERA)","Corixa punctata"
"WOS:A1979HV98000008","BASIC PHYSIOLOGICAL DATA RELATIVE TO IONIC REGULATION IN 2 WATERBUGS - CORIXA-DENTIPES (THOMS) AND CORIXA-PUNCTATA (ILLIG) (HEMIPTERA, HETEROPTERA)","Corixa punctata"
"WOS:A1979HZ05200003","MODES OF ENTRY OF TOXOPLASMA-GONDII TROPHOZOITES INTO NORMAL MOUSE PERITONEAL MACROPHAGE AND HELA-CELL MONOLAYERS - PHASE-CONTRAST MICROCINEMATOGRAPHIC STUDY","Toxoplasma gondii"
"WOS:A1979HZ92500010","INHIBITION OF LH PLASMA-LEVELS BY CORTICOSTERONE ADMINISTRATION IN THE MALE DUCKLING (ANAS PLATYRHYNCHOS)","Anas platyrhynchos"
"WOS:A1979JG95900008","EFFECTS OF EXOGENOUS GONADOTROPIC AND STEROID-HORMONES ON THE SOCIAL-BEHAVIOR AND GONADAL MATURATION OF MALE DOMESTIC DUCKLINGS ANAS-PLATYRHYNCHOS L","Anas platyrhynchos"
"WOS:A1979JN01600004","A HISTOENZYMOLOGICAL STUDY OF THE MAUTHNER CELL AND ASSOCIATED NEUROPIL IN THE BRAIN OF THE TROUT SALMO-IRIDEUS","Salmo salmo"
"WOS:A1980JC08100066","RE-EVALUATION OF MITOSIS IN THE RED ALGA PORPHYRIDIUM-PURPUREUM - REPLY","Porphyridium purpureum"
"WOS:A1980JR49800012","CHANGES IN PITUITARY-RESPONSIVENESS TO LUTEINIZING-HORMONE-RELEASING HORMONE DURING AN ANNUAL CYCLE IN THE DOMESTIC DUCK, ANAS-PLATYRHYNCHOS L","Anas platyrhynchos"
"WOS:A1980JT27600007","ENDOCRINE EFFECTS OF CASTRATION FOLLOWED BY ANDROGEN REPLACEMENT AND ACTH INJECTIONS IN THE MALE DOMESTIC DUCK (ANAS-PLATYRHYNCHOS L)","Anas platyrhynchos"
"WOS:A1980KL77000005","LUTRACARUS-CANADENSIS, N-G, N-SP (ACARI, LISTROPHORIDAE) FROM THE RIVER OTTER, LUTRA-CANADENSIS","Lutra lutra"
"WOS:A1980KQ24700057","COMPARATIVE EFFECT OF CORYNEBACTERIUM-PARVUM AND GLUCAN ON SERUM-PROTEIN, ANTIBODY-SYNTHESIS, SPLEEN WEIGHT AND RESISTANCE AGAINST VIRULENT TOXOPLASMA-GONDII RH IN NMRI MICE","Toxoplasma gondii"
"WOS:A1980KX59200098","A STUDY OF HEMOGLOBINS FROM DAPHNIA-PULEX (DE GEER)","Daphnia pulex"
"WOS:A1980MU82500052","THE CENTRAL ROD OF THE BARBELS OF A SOUTH-AMERICAN CATFISH, PIMELODUS-CLARIAS","Pimelodus clarias"
"WOS:A1981LY44200005","SARCOPLASMIC DIFFERENTIATION OF HEAD MUSCLES OF THE CARP, CYPRINUS-CARPIO (PISCES, CYPRINIFORMES)","Cyprinus carpio"
"WOS:A1981MC16900015","DIRECT RECIPROCAL ALLOSTERIC INTERACTION OF OXYGEN AND HYDROGEN CARBONATE SEQUENCE OF THE HEMOGLOBINS OF THE CAIMAN (CAIMAN-CROCODYLUS), THE NILE CROCODILE (CROCODYLUS-NILOTICUS) AND THE MISSISSIPPI CROCODILE (ALLIGATOR-MISSISSIPPIENSIS)","Alligator mississippiensis"
"WOS:A1981MC87300004","MASS CULTIVATION OF DAPHNIA-MAGNA STRAUS ON RICEBRAN","Daphnia magna"
"WOS:A1981MM77900005","ELECTROPHORETIC COMPARISON OF THE PROTEINS OF SOME PERCH (PERCA-FLUVIATILIS L) HEAD MUSCLES","Perca fluviatilis"
"WOS:A1981MM99200001","SEM STUDY OF THE EARLY STAGES OF DEVELOPMENT OF THE FISH (RUTILUS-RUTILUS L)","Rutilus rutilus"
"WOS:A1981MR20500007","STUDY OF THE REPRODUCTION OF THE ROACH (RUTILUS-RUTILUS) AND ON THE EFFECTS OF AN ELEVATION IN THE TEMPERATURE OF THE MEUSE ON THAT REPRODUCTION","Rutilus rutilus"
"WOS:A1981MZ27800012","PARTICIPATION OF GLUCOCORTICOIDS IN THE REGULATION OF PLASMA-LH LEVELS IN THE MALE DOMESTIC DUCK (ANAS-PLATYRHYNCHOS L)","Anas platyrhynchos"
"WOS:A1982NB84000012","STUDIES ON THE LIFE-CYCLE OF HIMASTHLA-MILITARIS (TREMATODA, ECHINOSTOMATIDAE) - INFLUENCE OF TEMPERATURE AND SALINITY ON THE LIFE-SPAN OF THE MIRACIDIUM AND THE INFECTION OF THE 1ST INTERMEDIATE HOST, HYDROBIA-VENTROSA","Hydrobia ventrosa"
"WOS:A1982NB84000036","HIMASTHLA-MILITARIS (TREMATODA, ECHINOSTOMATIDAE) - SOME ECOLOGICAL ASPECTS OF THE TRANSMISSION-PHASE MIRACIDIUM -] 1ST INTERMEDIATE HOST, HYDROBIA-STAGNORUM AND OF THE LARVAL DEVELOPMENT WITHIN THIS SNAIL HOST","Hydrobia stagnorum"
"WOS:A1982NE93300149","EFFECT OF ESTROGEN ON THE HEMATOCRIT VALUE AND BLOOD-VOLUME OF MALE AND FEMALE 3-SPINED STICKLEBACKS, GASTEROSTEUS-ACULEATUS L (TELEOSTEI)","Gasterosteus aculeatus"
"WOS:A1982NT22400004","PREY SIZE SELECTION BY THE EUROPEAN KINGFISHER ALCEDO-ATTHIS (L) - THE SIZES OF BULLHEADS (COTTUS-GOBIO L) AND TROUTS (SALMO-TRUTTA-L) MOST FREQUENTLY TAKEN","Trutta trutta"
"WOS:A1982NW11100023","HEMOGLOBIN CHANGES WITH SIZE IN THE ATLANTIC SALMON (SALMO-SALAR L)","Salmo salmo"
"WOS:A1983QP57000006","INTERNATIONAL STUDY ON ARTEMIA .30. BIO-ECONOMIC EVALUATION OF THE NUTRITIONAL-VALUE FOR CARP (CYPRINUS-CARPIO L) LARVAE OF 9 ARTEMIA STRAINS","Cyprinus carpio"
"WOS:A1983QV93000024","OXYGEN BINDING-PROPERTIES OF HEMOGLOBINS FROM DAPHNIA-PULEX (DE GEER)","Daphnia pulex"
"WOS:A1983RB67400012","COMPARATIVE EFFECTS OF CO-TRIMOXAZOLE (TRIMETHOPRIM-SULFAMETHOXAZOLE), PYRIMETHAMINE-SULPHADIAZINE AND SPIRAMYCIN DURING AVIRULENT INFECTION WITH TOXOPLASMA-GONDII (BEVERLEY STRAIN) IN MICE","Toxoplasma gondii"
"WOS:A1983RJ63900013","ACUTE TOXICITY AND BIOACCUMULATION OF LINDANE IN GUDGEON, GOBIO-GOBIO (L)","Gobio gobio"
"WOS:A1983RQ90600011","ELECTROPHORETIC DIFFERENTIATION OF THE FIBER TYPES OF ADDUCTOR MANDIBULAE, STERNOHYOIDEUS AND PROTRACTOR HYOIDEUS MUSCLES OF THE CARP (CYPRINUS-CARPIO L)","Cyprinus carpio"
"WOS:A1984AEE8100008","NOTE ON THE DEVELOPMENT OF A TEMPORARY INTERBRANCHIAL-IV IN SALMO-GAIRDNERI RICHARDSON, 1836 (TELEOSTEI, SALMONIDAE)","Salmo salmo"
"WOS:A1984SK05700015","CORTICOTROPIN-RELEASING-LIKE FACTOR IN THE PITUITARY OF SALMO-GAIRDNERI","Salmo salmo"
"WOS:A1984SK05700025","IDENTIFICATION OF 4 DIFFERENT CELL-TYPES IN THE PREOPTICO NEUROSECRETORY-SYSTEM OF SALMO-GAIRDNERI","Salmo salmo"
"WOS:A1984SS92200012","INTERFERENCE OF ALUMINUM AND PH ON THE NA-INFLUX IN AN AQUATIC INSECT CORIXA-PUNCTATA (ILLIG)","Corixa punctata"
"WOS:A1984TB64400006","TROPONIN C FROM EEL (ANGUILLA-ANGUILLA)SKELETAL MUSCLE - A PROTEIN CONTAINING ONE SINGLE TRYPTOPHAN RESIDUE - COMPARISON WITH CARP SKELETAL-MUSCLE TROPONIN-C","Anguilla anguilla"
"WOS:A1984TK41100009","DISTRIBUTION OF NICKEL IN THE ROACH (RUTILUS-RUTILUS L) AFTER EXPOSURE TO LETHAL AND SUBLETHAL CONCENTRATIONS","Rutilus rutilus"
"WOS:A1985AEZ6800013","COROPHIUM-CURVISPINUM SARS, 1895 (AMPHIPODA) IN THE RIVER MEUSE, BELGIUM","Corophium curvispinum"
"WOS:A1985AGE3500004","EFFECTS OF HEATING ON GROWTH AND CONDITION OF PIKEPERCH (LUCIOPERCA-LUCIOPERCA) IN LOWLAND PONDS CREATED BY SAND EXTRACTION","Lucioperca lucioperca"
"WOS:A1985ALT4900019","COMPARATIVE EFFECTS OF COTRIMOXAZOLE (TRIMETHOPRIM-SULFAMETHOXAZOLE) AND SPIRAMYCIN IN PREGNANT MICE INFECTED WITH TOXOPLASMA-GONDII (BEVERLEY STRAIN)","Toxoplasma gondii"
"WOS:A1985ANU1200004","EXPERIMENTAL ISOLATION OF POSITIVELY AND NEGATIVELY PHOTOTACTIC PHENOTYPES FROM A NATURAL-POPULATION OF DAPHNIA-MAGNA STRAUSS - A CONTRIBUTION TO THE GENETICS OF VERTICAL MIGRATION","Daphnia magna"
"WOS:A1985ANU3300012","COMPETITION FOR SPACE BETWEEN THE 3-SPINED STICKLEBACK, GASTEROSTEUS-ACULEATUS L F LEIURA AND THE 9-SPINED STICKLEBACK, (L)","Gasterosteus aculeatus"
"WOS:A1985APE8300024","ISOLATION OF CYANIDIUM-CALDARIUM AND PORPHYRIDIUM-PURPUREUM DNA FRAGMENTS CAPABLE OF AUTONOMOUS REPLICATION IN YEAST","Porphyridium purpureum"
"WOS:A1985AQD6700014","IMMUNOCYTOCHEMICAL INVESTIGATION OF FOREBRAIN CONTROL BY SOMATOSTATIN OF THE PITUITARY IN THE TELEOST POECILIA-LATIPINNA","Poecilia latipinna"
"WOS:A1985ATG3200004","ACTIVATED T-CELLS WITH SUPPRESSOR CYTO-TOXIC PHENOTYPE IN ACUTE TOXOPLASMA-GONDII INFECTION","Toxoplasma gondii"
"WOS:A1985AUA3200027","PURIFICATION OF CA-2+-ATPASE OF SARCOPLASMIC-RETICULUM FROM EEL (ANGUILLA-ANGUILLA L) MUSCLES","Anguilla anguilla"
"WOS:A1985AVX8800004","PRELIMINARY-RESULTS ON THE NUTRITIONAL-EVALUATION OF OMEGA-3-HUFA-ENRICHED ARTEMIA NAUPLII FOR LARVAE OF THE SEA BASS, DICENTRARCHUS-LABRAX","Labrax labrax"
"WOS:A1985AXF1400032","ECOLOGICAL DIAGNOSTICS OF THE TROUT POPULATION (SALMO-TRUTTA-FARIO L) OF THE MATIGNOLLE RIVER (TREIGNES-VIROINVAL)","Trutta trutta"
"WOS:A1985AXY3100004","PREVALENCE OF TOXOPLASMA-GONDII AND TOXOCARA-CATI INFECTION OF CATS IN ANTWERP URBAN AREA","Toxoplasma gondii"
"WOS:A1985AZF8300037","DETECTION OF TOXOPLASMA-GONDII SPECIFIC ANTIBODIES WITH ELISA","Toxoplasma gondii"
"WOS:A1986A263300030","TEMPERATURE AND PH EFFECTS ON THE TOTAL WHITE MUSCLE LDH OF OREOCHROMIS-NILOTICUS (PISCES, CICHLIDAE)","Oreochromis niloticus"
"WOS:A1986A344100004","IMMUNOCYTOCHEMICAL IDENTIFICATION AND LOCALIZATION OF THE DIFFERENT CELL-TYPES IN THE PITUITARY OF THE SEA-BASS (DICENTRARCHUS-LABRAX)","Labrax labrax"
"WOS:A1986A344100016","CIRCADIAN VARIATIONS IN PLASMA OSMOLALITY, ELECTROLYTES, GLUCOSE, AND CORTISOL IN CARP (CYPRINUS-CARPIO)","Cyprinus carpio"
"WOS:A1986C641400024","ULTRASTRUCTURAL CHARACTERIZATION OF NEUROSECRETORY FIBERS IMMUNOREACTIVE FOR VASOTOCIN, ISOTOCIN, SOMATOSTATIN, LHRH AND CRF IN THE PITUITARY OF A TELEOST FISH, POECILIA-LATIPINNA","Poecilia latipinna"
"WOS:A1986C916700018","IMMUNOCYTOCHEMICAL DEMONSTRATION OF PITUITARY CELL-TYPES IN THE TELEOST POECILIA-LATIPINNA, BY LIGHT AND ELECTRON-MICROSCOPY","Poecilia latipinna"
"WOS:A1986C958600005","SERODIAGNOSIS OF HUMAN G-IMMUNOGLOBULINS AND M-IMMUNOGLOBULINS TO TOXOPLASMA-GONDII BY ELISA USING WHOLE TACHYZOITES AS ANTIGENS - A COMPARATIVE-STUDY WITH THE INDIRECT HEMAGGLUTINATION (IHA) AND IMMUNOFLUORESCENCE (IFA) TESTS","Toxoplasma gondii"
"WOS:A1986D071900008","PHARYNGEAL JAW MOVEMENTS IN OREOCHROMIS-NILOTICUS (TELEOSTEI, CICHLIDAE) - PRELIMINARY-RESULTS OF A CINERADIOGRAPHIC ANALYSIS","Oreochromis niloticus"
"WOS:A1986D071900060","THE RETURN OF THE SEA TROUT, SALMO-TRUTTA-TRUTTA L IN THE BELGIAN MEUSE - CAUSES AND ECOLOGICAL SIGNIFICANCE OF THE PHENOMENON","Trutta trutta"
"WOS:A1986D542700006","ACUTE ACID EXPOSURE OF RAINBOW-TROUT, SALMO-GAIRDNERI RICHARDSON - EFFECTS OF ALUMINUM AND CALCIUM ON ION BALANCE AND HEMATOLOGY","Salmo salmo"
"WOS:A1986D762900006","ISOZYME POLYMORPHISM IN SEVERAL POPULATIONS OF NAJAS-MARINA L","Najas marina"
"WOS:A1986E144000024","GLUTATHIONE-DEPENDENT TOXICITY OF THE ALGICIDE 1-CHLORO-2,4-DINITROBENZENE TO DAPHNIA-MAGNA STRAUS","Daphnia magna"
"WOS:A1986E547900034","RAPID DOUBLE-SANDWICH ENZYME-LINKED-IMMUNOSORBENT-ASSAY FOR DETECTION OF HUMAN IMMUNOGLOBULIN-M ANTI-TOXOPLASMA-GONDII ANTIBODIES","Toxoplasma gondii"
"WOS:A1986F391500005","THE POPULATION OF TROUTS (SALMO-TRUTTA-FARIO L) OF THE RY-DE-MATIGNOLLE (TREIGNES-VIROINVAL) - ECOLOGICAL DIAGNOSIS OF A CULTIVATION RIVER","Trutta trutta"
"WOS:A1986F391500006","DAILY FLUCTUATIONS IN THE TERRITORIAL BEHAVIOR OF OREOCHROMIS-NILOTICUS (TELEOSTEI, CICHLIDAE)","Oreochromis niloticus"
"WOS:A1986F391500007","DEVELOPMENTAL ASPECTS OF THE BODY MUSCULATURE IN SALMO-GAIRDNERI IN RELATION TO THE DYNAMICS OF WATER","Salmo salmo"
"WOS:A1986F479000059","LEAVES OF COMMON REED (PHRAGMITES AUSTRALIS) CONTAIN 2 DIFFERENT LEAF-SPECIFIC LECTINS RELATED TO WHEAT-GERM-AGGLUTININ","Phragmites australis"
"WOS:A1987E892900001","SOLUBLE GLUTATHIONE TRANSFERASE ISOENZYMES IN DAPHNIA-MAGNA STRAUS AND THEIR INTERACTION WITH 2,4-DICHLOROPHENOXYACETIC ACID AND 1,4-BENZOQUINONE","Daphnia magna"
"WOS:A1987F706100063","PSEUDOMONAS-STUTZERI PNEUMONIA AND SEPTICEMIA IN A PATIENT WITH MULTIPLE-MYELOMA","Pseudomonas stutzeri"
"WOS:A1987G452300009","PEPTIDERGIC INNERVATION OF THE ADRENOCORTICOTROPIC HORMONE (ACTH) AND GROWTH-HORMONE (GH) PRODUCING CELLS IN THE PARS-DISTALIS OF THE SEA BASS (DICENTRARCHUS-LABRAX)","Labrax labrax"
"WOS:A1987G452300084","ANNUAL CYCLES OF CORTISOL, THYROID-HORMONES, ELECTROLYTES, FEEDING, AND GROWTH OF SEA BASS (DICENTRARCHUS-LABRAX L) ADAPTED TO DIFFERENT SALINITIES","Labrax labrax"
"WOS:A1987G835200001","USE OF TEMPERATURE AND PHOTOPERIOD IN THE CONTROL OF THE REPRODUCTION OF 3 EUROPEAN CYPRINIDS, BARBUS-BARBUS (L), LEUCISCUS-CEPHALUS (L) AND TINCA-TINCA (L), REARED IN CAPTIVITY - PRELIMINARY-RESULTS","Tinca tinca"
"WOS:A1987H039000036","IONOREGULATORY AND HEMATOLOGICAL RESPONSES OF RAINBOW-TROUT SALMO-GAIRDNERI RICHARDSON TO CHRONIC ACID AND ALUMINUM STRESS","Salmo salmo"
"WOS:A1987H058700005","ABILITY OF ENZYME-LINKED IMMUNOSORBENT ASSAYS TO DETECT EARLY IMMUNOGLOBULIN-G ANTIBODIES TO TOXOPLASMA-GONDII","Toxoplasma gondii"
"WOS:A1987H612600036","ELECTROPHERETIC CHARACTERIZATION OF MYOSIN SUBUNITS AND SARCOPLASMIC PARVALBUMINS OF 2 CICHLID FISHES - OREOCHROMIS-NILOTICUS AND TILAPIA-MOSSAMBICA","Oreochromis niloticus"
"WOS:A1987H789600053","PSEUDOMONAS-STUTZERI SEPTICEMIA - REPLY","Pseudomonas stutzeri"
"WOS:A1987H919600008","ON THE PRESENCE OF AN UNUSUAL CELLULAR TYPE IN THE BUCCAL CAVITY AND ESOPHAGUS OF 2 SILURIFORM FISHES (SCHILBE-MYSTUS L AND PANGASIUS-MICRONEMUS BLEEKER)","Pangasius pangasius"
"WOS:A1987H919600045","CULTURE OF SEA BASS LARVAE (DICENTRARCHUS-LABRAX) - INFLUENCE OF THE COLOR OF THE PREY ON UPTAKE","Labrax labrax"
"WOS:A1987J043900014","A TETRAPLOID CYTOTYPE OF NAJAS-MARINA L","Najas marina"
"WOS:A1987J684100017","FLATWORM PREDATOR (MESOSTOMA-CF-LINGUA) RELEASES A TOXIN TO CATCH PLANKTONIC PREY (DAPHNIA-MAGNA)","Daphnia magna"
"WOS:A1987J832600011","A SEASONAL STUDY OF GROWTH-CHARACTERISTICS AND THE LEVELS OF CARBOHYDRATES AND PROTEINS IN ELODEA-NUTTALLII, POLYGONUM-AMPHIBIUM AND PHRAGMITES-AUSTRALIS","Phragmites australis"
"WOS:A1987J963900003","CHARACTERIZATION OF ALCOHOL-DEHYDROGENASE IN NAJAS-MARINA L","Najas marina"
"WOS:A1987K418500046","GLUTATHIONE TRANSFERASES AND DETOXICATION FUNCTION OF GLUTATHIONE IN THE WATERFLEA DAPHNIA-MAGNA STRAUS","Daphnia magna"
"WOS:A1987L301100006","DESCRIPTION OF THE COLOR PATTERNS IN OREOCHROMIS-NILOTICUS (L) (TELEOSTEI, CICHLIDAE)","Oreochromis niloticus"
"WOS:A1987L301100007","DO INERTIAL EFFECTS EXPLAIN THE MAXIMAL ROTATION OF THE MAXILLA IN THE RAINBOW-TROUT (SALMO-GAIRDNERI) DURING FEEDING","Salmo salmo"
"WOS:A1987L301100016","INFLUENCE OF 17-BETA-ESTRADIOL ON THE GROWTH OF THE EUROPEAN EEL (ANGUILLA-ANGUILLA L)","Anguilla anguilla"
"WOS:A1987L301100017","CULTURE OF SEA BASS LARVAE (DICENTRARCHUS-LABRAX) - INFLUENCE OF THE COLOR OF THE PREY ON UPTAKE","Labrax labrax"
